0, True, Normal, -0.04449223, -0.0428243, -0.06776018, CubeS, 0.015439, 0.040576, 0.065400, Policy
7958, True, Normal, -0.00960385, -0.05519825, -0.02581243, CubeS, 0.011501, 0.049983, 0.065400, Policy
7959, True, Top, -1.68006121, -0.04347268, -1.59006498, Cone1S, 0.011474, 0.000870, 0.050000, Policy
7960, True, Normal, -0.11528359, -0.15726728, -0.1420095, CylinderS, -0.056499, 0.012766, 0.065400, Policy
7961, True, Top, -1.64288658, -0.0825109, -1.71811869, Cone1S, -0.029079, 0.003761, 0.050000, Policy
7962, True, Normal, -0.27147206, -0.04978846, -0.03091811, CubeB, -0.011991, 0.015704, 0.065400, Policy
7963, True, Normal, -0.02014064, -0.14516243, -0.18029088, CubeS, 0.048059, 0.014965, 0.065400, Policy
7964, True, Top, -1.53794505, -0.06971209, -1.50389544, Cone1S, 0.020784, -0.000463, 0.050000, Policy
7965, True, Normal, 0.04025784, 0.14905458, -0.14992797, CubeS, 0.035752, 0.022433, 0.065400, Policy
7966, True, Normal, -0.09384737, -0.04921986, 0.01541065, CylinderS, 0.063275, 0.003901, 0.065400, Policy
7967, True, Normal, -0.17697658, -0.15747035, -0.06629985, CubeB, 0.025591, 0.035217, 0.065400, Policy
7968, True, Normal, -0.1335013, -0.19299036, -0.0713087, CubeS, -0.037749, 0.012926, 0.065400, Policy
7969, True, Normal, -0.16517082, -0.16876698, -0.10233894, CubeB, 0.016009, 0.014012, 0.065400, Policy
7970, True, Top, -1.55112486, -0.02594304, -1.68542544, Cone1S, -0.030984, -0.042520, 0.050000, Policy
7971, True, Normal, -0.06654084, 0.0282946, -0.01602752, CylinderS, 0.005326, 0.012496, 0.065400, Policy
7972, True, Normal, -0.14026432, -0.17133591, -0.04429775, CubeB, -0.058016, 0.001665, 0.065400, Policy
7973, True, Normal, -0.07131111, -0.02796312, -0.08336468, CylinderS, 0.002084, 0.044348, 0.065400, Policy
7974, True, Normal, -0.09526524, -0.09321295, -0.07385353, CubeS, 0.013960, 0.008580, 0.065400, Policy
7975, True, Top, -1.55800711, -0.00758547, -1.67099384, Cone1S, -0.031213, 0.003177, 0.050000, Policy
7976, True, Normal, -0.11494222, -0.1445165, -0.05744683, CylinderS, 0.063937, 0.004322, 0.065400, Policy
7977, True, Top, -1.78173093, -0.07359547, -1.58032383, Cone1S, -0.023539, -0.018066, 0.050000, Policy
7978, True, Normal, -0.00820232, -0.20468141, -0.0247681, CubeB, 0.008677, 0.020679, 0.065400, Policy
7979, True, Normal, -0.14877141, -0.10747031, -0.15226951, CubeS, 0.046776, 0.013133, 0.065400, Policy
7980, True, Top, -1.71620862, -0.16171968, -1.67800796, Cone1S, -0.000805, -0.029821, 0.050000, Policy
7981, True, Normal, -0.23497059, -0.19067151, -0.19826548, CubeS, -0.006668, 0.013263, 0.065400, Policy
7982, True, Normal, -0.05426225, -0.07901633, -0.10811029, CylinderS, -0.001837, 0.029797, 0.065400, Policy
7983, True, Normal, -0.05183767, -0.15104723, -0.10151471, CubeB, 0.015469, 0.001297, 0.065400, Policy
7984, True, Normal, -0.08160107, -0.03278132, -0.06348142, CubeS, 0.060826, 0.005201, 0.065400, Policy
7985, True, Normal, -0.0655112, -0.13028913, 0.0821381, CubeB, 0.004240, 0.020387, 0.065400, Policy
7986, True, Top, -1.62165361, -0.05826932, -1.45198815, Cone1S, 0.020094, -0.025860, 0.050000, Policy
7987, True, Normal, -0.00667003, -0.09250905, -0.1813912, CylinderS, -0.008707, 0.002398, 0.065400, Policy
7988, True, Normal, -0.1516637, -0.11182415, -0.22548995, CubeB, 0.007419, 0.013356, 0.065400, Policy
7989, True, Normal, -0.12806282, 0.02862573, -0.13440146, CylinderS, -0.007269, 0.046495, 0.065400, Policy
7990, True, Normal, -0.06726664, -0.04005036, -0.15302529, CubeS, -0.012132, 0.041847, 0.065400, Policy
7991, True, Top, -1.67575693, -0.25667025, -1.53609798, Cone1S, -0.014553, -0.024713, 0.050000, Policy
7992, True, Normal, 0.01413687, -0.10572496, -0.16166797, CylinderS, 0.058660, 0.013070, 0.065400, Policy
7993, True, Top, -1.59299077, -0.03544719, -1.65254615, Cone1S, -0.001873, 0.004885, 0.050000, Policy
7994, True, Normal, -0.14498013, -0.15470125, -0.10077179, CubeB, 0.042159, 0.003997, 0.065400, Policy
7995, True, Normal, -0.13108269, -0.13779366, -0.12419977, CubeS, -0.036579, 0.016331, 0.065400, Policy
7996, True, Top, -1.61750995, -0.02823564, -1.55217282, Cone1S, -0.031724, -0.016100, 0.050000, Policy
7997, True, Normal, -0.04945087, -0.07544482, -0.04619679, CubeS, -0.026657, 0.039774, 0.065400, Policy
7998, True, Normal, -0.13052259, -0.02947242, 0.03058855, CylinderS, -0.053173, 0.014940, 0.065400, Policy
7999, True, Normal, -0.01971857, -0.07177266, -0.09044434, CubeB, 0.002581, 0.035432, 0.065400, Policy
8000, True, Normal, -0.0742041, -0.0588263, -0.08521471, CubeS, -0.019124, 0.004831, 0.065400, Policy
8001, True, Normal, -0.02089501, -0.01198412, -0.02190936, CubeB, -0.038948, 0.008494, 0.065400, Policy
8002, True, Top, -1.66356127, -0.05654853, -1.59529241, Cone1S, -0.027431, 0.040666, 0.050000, Policy
8003, True, Normal, -0.16520056, -0.03120446, 0.0881832, CylinderS, -0.010321, 0.016947, 0.065400, Policy
8004, True, Normal, -0.04170689, 0.13319454, -0.19814508, CubeB, -0.009375, 0.005262, 0.065400, Policy
8005, True, Normal, -0.0571332, -0.02067748, -0.15188469, CylinderS, -0.029740, 0.012272, 0.065400, Policy
8006, True, Normal, -0.21309285, -0.08646677, -0.18350486, CubeS, 0.040552, 0.021105, 0.065400, Policy
8007, True, Top, -1.67096237, -0.08426065, -1.78580377, Cone1S, -0.017486, 0.007582, 0.050000, Policy
8008, True, Normal, 0.04948072, -0.03642262, -0.00884295, CylinderS, 0.009116, 0.016423, 0.065400, Policy
8009, True, Top, -1.70849514, 0.0243565, -1.70562627, Cone1S, 0.033540, -0.029098, 0.050000, Policy
8010, True, Normal, -0.09472744, -0.13428198, -0.05073286, CubeB, 0.004552, 0.013385, 0.065400, Policy
8011, True, Normal, -0.06099327, 0.09484613, -0.15897455, CubeS, -0.049265, 0.024639, 0.065400, Policy
8012, True, Top, -1.66873419, -0.15253993, -1.65530767, Cone1S, -0.044149, -0.079562, 0.050000, Policy
8013, True, Normal, -0.09569606, -0.0140013, -0.02318352, CubeS, -0.005858, 0.025673, 0.065400, Policy
8014, True, Normal, -0.01384663, -0.2051472, -0.22221323, CylinderS, 0.029907, 0.032420, 0.065400, Policy
8015, True, Normal, 0.0716673, -0.05281155, 0.06469008, CubeB, 0.029136, 0.019688, 0.065400, Policy
8016, True, Normal, 0.04935849, -0.15053056, -0.21760089, CubeS, 0.077303, 0.002258, 0.065400, Policy
8017, True, Normal, -0.16454567, -0.0649316, -0.1484261, CubeB, -0.013157, 0.003838, 0.065400, Policy
8018, True, Top, -1.68147079, 0.05658108, -1.66971738, Cone1S, 0.042013, -0.009687, 0.050000, Policy
8019, True, Normal, -0.10518114, -0.22392239, 0.03120592, CylinderS, 0.014274, 0.026725, 0.065400, Policy
8020, True, Normal, -0.10137966, -0.00782864, -0.0114491, CubeB, 0.003063, 0.009417, 0.065400, Policy
8021, True, Normal, -0.07339919, -0.08895337, -0.16865259, CylinderS, 0.043785, 0.004408, 0.065400, Policy
8022, True, Normal, -0.13952911, -0.18848359, -0.04936978, CubeS, 0.028010, 0.014439, 0.065400, Policy
8023, True, Top, -1.70941153, -0.09442018, -1.63983572, Cone1S, 0.037748, -0.070743, 0.050000, Policy
8024, True, Normal, -0.14562909, -0.03735656, -0.06720871, CylinderS, -0.018170, 0.044666, 0.065400, Policy
8025, True, Top, -1.60482464, -0.1264848, -1.53251055, Cone1S, -0.000386, 0.048967, 0.050000, Policy
8026, True, Normal, -0.09137991, -0.1949683, -0.18157522, CubeB, 0.000710, 0.045124, 0.065400, Policy
8027, True, Normal, -0.18239284, 0.0549474, -0.16924109, CubeS, -0.053043, 0.002806, 0.065400, Policy
8028, True, Top, -1.77253091, -0.07400278, -1.54515481, Cone1S, 0.003303, 0.036139, 0.050000, Policy
8029, True, Normal, -0.09045543, -0.21233001, 0.06569356, CubeS, -0.011722, 0.017916, 0.065400, Policy
8030, True, Normal, -0.10438033, -0.17438891, -0.10458908, CylinderS, -0.040008, 0.020451, 0.065400, Policy
8031, True, Normal, -0.18304492, -0.16104584, -0.07911134, CubeB, -0.048050, 0.007479, 0.065400, Policy
8032, True, Normal, -0.24871684, -0.00432293, 0.02544561, CubeS, 0.047399, 0.023399, 0.065400, Policy
8033, True, Normal, -0.13585267, -0.33189647, -0.14103083, CubeB, 0.018972, 0.001556, 0.065400, Policy
8034, True, Top, -1.70350838, -0.17700336, -1.63311085, Cone1S, 0.019587, -0.061458, 0.050000, Policy
8035, True, Normal, 0.11542182, -0.03936841, -0.10447841, CylinderS, -0.041621, 0.015004, 0.065400, Policy
8036, True, Normal, -0.04174062, -0.20275231, -0.15092796, CubeB, -0.027195, 0.022105, 0.065400, Policy
8037, True, Normal, -0.02566842, -0.19251675, -0.17453233, CylinderS, -0.055946, 0.011343, 0.065400, Policy
8038, True, Normal, -0.00601967, -0.04407013, -0.07620287, CubeS, 0.025659, 0.045181, 0.065400, Policy
8039, True, Top, -1.68926581, 0.00645626, -1.74457963, Cone1S, 0.009597, 0.017179, 0.050000, Policy
8040, True, Normal, -0.10117002, -0.08581949, -0.07397674, CylinderS, -0.036222, 0.016508, 0.065400, Policy
8041, True, Top, -1.63352376, 0.05308837, -1.89153277, Cone1S, 0.024489, -0.052815, 0.050000, Policy
8042, True, Normal, -0.12341109, -0.28286665, -0.07019426, CubeB, -0.002705, 0.029514, 0.065400, Policy
8043, True, Normal, 0.0824527, -0.12697915, -0.07352514, CubeS, 0.020494, 0.005789, 0.065400, Policy
8044, True, Top, -1.46859656, -0.14422007, -1.72267746, Cone1S, 0.018457, 0.047844, 0.050000, Policy
8045, True, Normal, -0.11613428, -0.16969717, 0.00482488, CubeS, 0.002331, 0.005538, 0.065400, Policy
8046, True, Normal, -0.14780533, -0.1211113, 0.13679202, CylinderS, -0.008683, 0.044028, 0.065400, Policy
8047, True, Normal, -0.19035911, -0.0967133, -0.276593, CubeB, -0.023669, 0.021842, 0.065400, Policy
8048, True, Normal, -0.02119906, -0.00684688, -0.15107985, CubeS, -0.038766, 0.004843, 0.065400, Policy
8049, True, Normal, -0.14069753, -0.07370553, 0.05992133, CubeB, -0.019823, 0.014231, 0.065400, Policy
8050, True, Top, -1.40385437, -0.06294764, -1.75596929, Cone1S, -0.012276, 0.011280, 0.050000, Policy
8051, True, Normal, -0.09509245, -0.09198342, -0.21009101, CylinderS, -0.000451, 0.015016, 0.065400, Policy
8052, True, Normal, -0.25056106, -0.02686724, 0.00344944, CubeB, 0.052551, 0.007481, 0.065400, Policy
8053, True, Normal, -0.03725058, -0.11329635, -0.09639316, CylinderS, 0.058318, 0.005033, 0.065400, Policy
8054, True, Normal, -0.15532054, -0.1036056, -0.06995646, CubeS, -0.060180, 0.013436, 0.065400, Policy
8055, True, Top, -1.69166579, -0.08964941, -1.71673188, Cone1S, -0.011669, 0.033433, 0.050000, Policy
8056, True, Normal, -0.07576499, -0.11520756, -0.07685246, CylinderS, -0.031740, 0.017912, 0.065400, Policy
8057, True, Top, -1.80216297, -0.06024701, -1.69344643, Cone1S, 0.015573, -0.001223, 0.050000, Policy
8058, True, Normal, -0.0539356, -0.02200443, -0.06448805, CubeB, 0.018743, 0.039678, 0.065400, Policy
8059, True, Normal, -0.01121622, -0.0704307, -0.37348643, CubeS, 0.028711, 0.001995, 0.065400, Policy
8060, True, Top, -1.84513155, -0.0179051, -1.59452625, Cone1S, -0.026645, -0.057439, 0.050000, Policy
8061, True, Normal, -0.05263852, -0.10894746, -0.21097113, CubeS, -0.018841, 0.017807, 0.065400, Policy
8062, True, Normal, -0.08584987, -0.15339558, 0.06955996, CylinderS, -0.014403, 0.025755, 0.065400, Policy
8063, True, Normal, -0.15008815, -0.05566097, -0.00164234, CubeB, -0.038250, 0.000162, 0.065400, Policy
8064, True, Normal, -0.00320849, -0.23748786, 0.00522525, CubeS, 0.006058, 0.045461, 0.065400, Policy
8065, True, Normal, -0.1626116, 0.02438879, -0.09532813, CubeB, 0.010755, 0.018203, 0.065400, Policy
8066, True, Top, -1.69306666, -0.02619512, -1.77196703, Cone1S, -0.043564, 0.030460, 0.050000, Policy
8067, True, Normal, -0.08665472, -0.21410336, -0.06782978, CylinderS, 0.034426, 0.036389, 0.065400, Policy
8068, True, Normal, -0.07901497, -0.11202635, -0.03418217, CubeB, 0.045525, 0.011844, 0.065400, Policy
8069, True, Normal, -0.20961745, -0.01445495, 0.02613824, CylinderS, 0.011619, 0.037983, 0.065400, Policy
8070, True, Normal, -0.01791147, -0.12537968, -0.03525109, CubeS, 0.007764, 0.012609, 0.065400, Policy
8071, True, Top, -1.66326658, -0.22400156, -1.508323, Cone1S, 0.043075, -0.012755, 0.050000, Policy
8072, True, Normal, -0.24042436, -0.10855594, -0.09815738, CylinderS, -0.009277, 0.046472, 0.065400, Policy
8073, True, Top, -1.75301895, 0.04293333, -1.68328624, Cone1S, -0.013878, 0.047173, 0.050000, Policy
8074, True, Normal, 0.04868558, -0.01506694, 0.02572812, CubeB, -0.036119, 0.000343, 0.065400, Policy
8075, True, Normal, -0.0548656, 0.02371458, -0.03355501, CubeS, -0.013805, 0.031167, 0.065400, Policy
8076, True, Top, -1.6580891, 0.00848347, -1.64487973, Cone1S, -0.000817, 0.022965, 0.050000, Policy
8077, True, Normal, -0.06738593, -0.09623567, -0.18496291, CubeS, 0.030606, 0.002770, 0.065400, Policy
8078, True, Normal, -0.12374281, -0.03748065, 0.00061628, CylinderS, -0.021801, 0.035217, 0.065400, Policy
8079, True, Normal, -0.04841656, -0.06564997, -0.02468208, CubeB, -0.016390, 0.001859, 0.065400, Policy
8080, True, Normal, -0.0887964, -0.11408802, -0.12534727, CubeS, -0.014275, 0.015236, 0.065400, Policy
8081, True, Normal, -0.23202763, 0.01373622, -0.34133029, CubeB, -0.044238, 0.003170, 0.065400, Policy
8082, True, Top, -1.61306315, -0.20739023, -1.54508691, Cone1S, -0.000993, 0.031138, 0.050000, Policy
8083, True, Normal, -0.06488334, -0.07922371, 0.07847522, CylinderS, 0.065139, 0.001089, 0.065400, Policy
8084, True, Normal, -0.08590263, -0.1398101, 0.02095469, CubeB, -0.004354, 0.027481, 0.065400, Policy
8085, True, Normal, -0.12242032, -0.09176881, 0.01668588, CylinderS, 0.066518, 0.010010, 0.065400, Policy
8086, True, Normal, -0.12250585, -0.05932923, -0.04198127, CubeS, 0.060985, 0.000783, 0.065400, Policy
8087, True, Top, -1.73605213, 0.07306419, -1.73208264, Cone1S, -0.023066, -0.022446, 0.050000, Policy
8088, True, Normal, 0.00571941, -0.03808715, -0.04617579, CylinderS, -0.008503, 0.040550, 0.065400, Policy
8089, True, Top, -1.5154166, -0.2741749, -1.63062032, Cone1S, -0.013076, -0.015078, 0.050000, Policy
8090, True, Normal, -0.05775401, -0.08759919, -0.04821484, CubeB, 0.057602, 0.004022, 0.065400, Policy
8091, True, Normal, -0.18982375, -0.04476923, -0.14707799, CubeS, -0.039897, 0.015811, 0.065400, Policy
8092, True, Top, -1.84119248, -0.06510403, -1.66053588, Cone1S, 0.006381, -0.007944, 0.050000, Policy
8093, True, Normal, -0.09488987, -0.02467212, -0.08105978, CubeS, -0.007021, 0.009345, 0.065400, Policy
8094, True, Normal, -0.00334519, -0.00413981, -0.02451223, CylinderS, 0.035771, 0.012172, 0.065400, Policy
8095, True, Normal, -0.2109249, -0.10267534, -0.23340603, CubeB, -0.018473, 0.009929, 0.065400, Policy
8096, True, Normal, -0.04364777, 0.06577742, -0.11498351, CubeS, -0.002077, 0.030624, 0.065400, Policy
8097, True, Normal, 0.01556017, -0.09601708, -0.12791428, CubeB, -0.001678, 0.035617, 0.065400, Policy
8098, True, Top, -1.76320996, 0.00296585, -1.89888398, Cone1S, -0.042820, -0.062330, 0.050000, Policy
8099, True, Normal, -0.09959291, -0.14594777, 0.01945512, CylinderS, -0.053964, 0.012692, 0.065400, Policy
8100, True, Normal, -0.07538011, 0.03918987, -0.18660118, CubeB, -0.034485, 0.014437, 0.065400, Policy
8101, True, Normal, -0.1392975, 0.03501618, -0.14825131, CylinderS, -0.002227, 0.039977, 0.065400, Policy
8102, True, Normal, -0.25057542, -0.32085735, -0.13996197, CubeS, 0.011475, 0.031088, 0.065400, Policy
8103, True, Top, -1.6287393, 0.09135536, -1.58774456, Cone1S, 0.032808, 0.012970, 0.050000, Policy
8104, True, Normal, -0.07703642, -0.102912, 0.11820338, CylinderS, 0.023313, 0.012822, 0.065400, Policy
8105, True, Top, -1.51512385, -0.07809761, -1.61792515, Cone1S, -0.001171, 0.053253, 0.050000, Policy
8106, True, Normal, -0.02167963, -0.14571306, 0.03057758, CubeB, -0.026309, 0.021773, 0.065400, Policy
8107, True, Normal, -0.06003097, -0.15846007, -0.1241738, CubeS, 0.009168, 0.018032, 0.065400, Policy
8108, True, Top, -1.69044176, -0.0826765, -1.66979747, Cone1S, -0.016414, -0.013075, 0.050000, Policy
8109, True, Normal, 0.01245024, -0.09138696, -0.13136149, CubeS, 0.023778, 0.024765, 0.065400, Policy
8110, True, Normal, -0.04380096, -0.10018292, -0.05634435, CylinderS, -0.029013, 0.002410, 0.065400, Policy
8111, True, Normal, -0.10976398, -0.17703469, -0.1349319, CubeB, -0.012767, 0.006142, 0.065400, Policy
8112, True, Normal, -0.18718822, -0.17219179, -0.08435799, CubeS, -0.037745, 0.006632, 0.065400, Policy
8113, True, Normal, 0.00585108, 0.0815688, -0.08157189, CubeB, 0.043279, 0.002474, 0.065400, Policy
8114, True, Top, -1.74743893, 0.0342649, -1.70061631, Cone1S, -0.020499, 0.027186, 0.050000, Policy
8115, True, Normal, -0.01484156, -0.05798233, -0.267304, CylinderS, 0.041659, 0.026915, 0.065400, Policy
8116, True, Normal, -0.10702581, 0.05992425, -0.06181985, CubeB, 0.017208, 0.005563, 0.065400, Policy
8117, True, Normal, -0.04260281, -0.18006392, -0.18166389, CylinderS, -0.026178, 0.026126, 0.065400, Policy
8118, True, Normal, -0.20893902, -0.15141662, -0.14025197, CubeS, -0.009660, 0.025972, 0.065400, Policy
8119, True, Top, -1.73255078, -0.12504309, -1.62897157, Cone1S, 0.004656, 0.012133, 0.050000, Policy
8120, True, Normal, -0.12786615, -0.17004664, -0.02372303, CylinderS, -0.040297, 0.005121, 0.065400, Policy
8121, True, Top, -1.72014863, -0.10414781, -1.64904717, Cone1S, -0.034569, -0.025537, 0.050000, Policy
8122, True, Normal, -0.11895812, -0.15175864, -0.16075769, CubeB, 0.054824, 0.003668, 0.065400, Policy
8123, True, Normal, -0.17715729, -0.10146443, -0.1141862, CubeS, -0.018707, 0.026774, 0.065400, Policy
8124, True, Top, -1.59012097, -0.07265759, -1.67681415, Cone1S, 0.002447, 0.016976, 0.050000, Policy
8125, True, Normal, -0.13338622, -0.21382615, -0.16159281, CubeS, 0.058853, 0.017934, 0.065400, Policy
8126, True, Normal, -0.12575033, -0.16943311, -0.0901868, CylinderS, -0.029906, 0.025911, 0.065400, Policy
8127, True, Normal, -0.01634144, -0.10006647, -0.03942586, CubeB, 0.036403, 0.008047, 0.065400, Policy
8128, True, Normal, -0.17645741, -0.05538903, 0.04470419, CubeS, 0.010452, 0.003427, 0.065400, Policy
8129, True, Normal, -0.0656283, -0.14574507, -0.05667168, CubeB, -0.016055, 0.030808, 0.065400, Policy
8130, True, Top, -1.68311409, -0.20812202, -1.74785799, Cone1S, 0.001324, -0.055778, 0.050000, Policy
8131, True, Normal, -0.06407814, 0.0979639, -0.06897476, CylinderS, 0.032460, 0.016277, 0.065400, Policy
8132, True, Normal, 0.02282728, -0.22271541, -0.12333598, CubeB, -0.000641, 0.001508, 0.065400, Policy
8133, True, Normal, -0.00317913, 0.05322786, -0.16344289, CylinderS, 0.015979, 0.029807, 0.065400, Policy
8134, True, Normal, -0.0396492, -0.10988749, -0.10867257, CubeS, -0.050645, 0.002870, 0.065400, Policy
8135, True, Top, -1.62964764, -0.1375255, -1.66533808, Cone1S, -0.017048, -0.032131, 0.050000, Policy
8136, True, Normal, -0.10511046, -0.16434317, -0.06534413, CylinderS, 0.042691, 0.027180, 0.065400, Policy
8137, True, Top, -1.68786767, -0.0550243, -1.58014258, Cone1S, 0.022977, -0.002584, 0.050000, Policy
8138, True, Normal, -0.06706764, -0.16517926, -0.04125905, CubeB, -0.017713, 0.007143, 0.065400, Policy
8139, True, Normal, -0.07516604, -0.10789344, -0.05598682, CubeS, -0.001147, 0.003559, 0.065400, Policy
8140, True, Top, -1.70512234, -0.18786625, -1.63755486, Cone1S, 0.024212, 0.016280, 0.050000, Policy
8141, True, Normal, -0.18785005, -0.12682183, -0.06183089, CubeS, 0.011309, 0.037987, 0.065400, Policy
8142, True, Normal, -0.15701519, -0.09567622, -0.03396167, CylinderS, 0.015474, 0.044240, 0.065400, Policy
8143, True, Normal, -0.01332432, 0.0473463, -0.1967551, CubeB, -0.024048, 0.012498, 0.065400, Policy
8144, True, Normal, 0.08113386, -0.04336851, -0.16532613, CubeS, 0.058816, 0.016742, 0.065400, Policy
8145, True, Normal, -0.15059459, -0.25987689, -0.01983122, CubeB, -0.027760, 0.015928, 0.065400, Policy
8146, True, Top, -1.72423138, -0.21905933, -1.68641366, Cone1S, -0.012905, 0.038299, 0.050000, Policy
8147, True, Normal, 0.00533702, -0.02091369, -0.16189998, CylinderS, 0.022911, 0.000585, 0.065400, Policy
8148, True, Normal, -0.07443125, -0.03695068, -0.05700877, CubeB, -0.022812, 0.009539, 0.065400, Policy
8149, True, Normal, 0.02168962, -0.01736508, -0.19294169, CylinderS, -0.009271, 0.032331, 0.065400, Policy
